start_time,end_time,water_vol,water_temp,immersion,extract_chilling,pourover_aid,stir,Note
0:00,0:00,40.0,90.0,TRUE,FALSE,FALSE,FALSE,
0:40,0:40,80.0,90.0,FALSE,FALSE,FALSE,FALSE,
1:30,1:30,80.0,90.0,FALSE,FALSE,FALSE,FALSE,
2:10,2:10,100.0,70.0,TRUE,FALSE,FALSE,FALSE,
2:45,2:45,0.0,70.0,FALSE,FALSE,FALSE,FALSE,
